source,target
84083,46989
24618,46989
120094,46989
88005,46989
78773,46989
110404,46989
23511,46989
101556,46989
10519,46989
122108,46989
57749,46989
72802,46989
90166,46989
35674,46989
98513,46989
45121,46989
19189,46989
43373,46989
63691,46989
6617,46989
58991,46989
47953,46989
59647,46989
11842,46989
8864,46989
61700,46989
54798,46989
85054,46989
19643,46989
113419,46989
47239,46989
52128,46989
30385,46989
2929,46989
109397,46989
4140,46989
98612,46989
125214,46989
46989,9500
46989,71522
46989,35784
46989,103573
46989,41816
46989,18867
46989,35050
46989,111705
46989,73901
46989,30942
46989,73946
46989,35493
46989,12600
46989,20445
46989,110409
74015,22847
71170,22847
69142,22847
22847,12381
22847,52174
22847,99890
22847,23290
22847,72397
22847,39898
22847,33910
22847,108745
22847,121774
22847,92749
22847,58649
75888,71191
77613,71191
1465,71191
45213,71191
61517,71191
17952,71191
17483,71191
19714,71191
71191,50480
71191,65910
71191,38733
71191,34452
71191,119083
71191,84860
71191,48550
116246,96220
91202,96220
123129,96220
3649,79816
123332,79816
79816,26474
79816,11958
79816,105396
79816,112776
79816,19458
79816,25606
79816,5884
79816,6462
79816,41670
79816,5507
79816,34834
79816,80989
79816,20808
79816,82764
79816,93822
85096,53589
85096,81161
85096,51771
85096,58336
85096,123254
85096,67121
85096,69922
85096,77208
85096,66031
85096,127357
85096,29655
85096,104986
85096,40572
85096,1265
85096,71148
85096,26739
104740,76105
88419,76105
52571,76105
69706,76105
11286,76105
21796,76105
124691,76105
43542,76105
77098,76105
92199,76105
127502,76105
67426,76105
35971,76105
18425,76105
122733,76105
76512,76105
110301,76105
84014,76105
27602,76105
106100,76105
91251,76105
85378,76105
112251,76105
76105,78348
76105,441
76105,16438
76105,80796
76105,11290
76105,12141
76105,47499
76105,52543
76105,94291
76105,30641
76105,78042
76105,113730
76105,93304
76105,113618
76105,39647
76105,22165
76105,105239
76105,27164
76105,42246
76105,15303
44626,124293
64112,124293
124293,74068
124293,75197
124293,39069
124293,25389
124293,31599
124293,20862
124293,83163
124293,45995
124293,6336
124293,71429
124293,34765
124293,39468
124293,127659
124293,76804
124293,59585
124293,125044
124293,55155
124293,69796
124293,88282
124293,62207
29512,33463
87766,9293
112000,9293
6353,9293
84325,9293
92186,9293
31333,9293
110254,9293
81865,9293
79471,9293
9293,70974
9293,53924
9293,22289
9293,29777
9293,98918
9293,59753
9293,61709
9293,40387
9293,48944
9293,60556
9293,21116
9293,73196
9293,75327
9293,49513
9293,71115
9293,69241
117676,50655
76327,50655
87779,50655
50655,115532
50655,18853
50655,127635
50655,76447
50655,94121
50655,2664
50655,86005
50655,124473
50655,36734
50655,40625
50655,113243
50655,36474
50655,69848
50655,68369
50655,68113
50655,57809
50655,21265
50655,92535
50655,42624
50655,89496
50655,115066
50655,54222
125912,117095
117095,59270
117095,30793
117095,46729
117095,120255
117095,70389
117095,119642
117095,67311
117095,94839
117095,120912
117095,94895
117095,90474
117095,66295
117095,34283
117095,7030
117095,33082
117095,29130
117095,80895
117095,81324
117095,74998
18456,92629
91619,92629
11736,92629
6486,92629
92629,119160
92629,83026
92629,7940
92629,103236
92629,39413
92629,19008
92629,21903
92629,87509
92629,109567
121857,91622
90698,91622
91622,1128
91622,49477
91622,38263
91622,100858
91622,113746
91622,22570
91622,97803
91622,123126
91622,100784
22681,105557
22681,40065
22681,97807
22681,53727
22681,56135
22681,50942
22681,40733
108766,30067
122512,30067
112726,30067
115778,30067
56057,30067
12402,30067
72291,30067
51880,30067
27986,30067
20646,30067
73425,30067
88685,30067
24073,30067
43765,30067
33898,30067
83195,30067
9734,30067
35088,30067
42518,30067
42712,30067
40494,30067
115426,30067
15132,30067
44615,30067
30067,47189
30067,28617
30067,28089
30067,119661
30067,26900
30067,126651
30067,29067
30067,91625
30067,47547
30067,55418
30067,104814
30067,101629
30067,74298
30067,1299
30067,46065
30067,66001
30067,16432
30067,40457
30067,83706
30067,63673
30067,124232
30067,28724
30067,60455
30067,51583
30067,70566
30067,76195
27474,105924
20919,105924
64605,105924
41725,105924
77934,105924
116628,105924
84130,105924
77038,105924
105924,92366
105924,38733
105924,124807
105924,8664
105924,212
105924,28608
105924,39184
105924,51467
105924,97385
105924,32097
105924,91921
125101,27530
125101,105479
125101,108177
125101,126186
58114,81081
18510,81081
92587,81081
34865,81081
125472,81081
7567,81081
4563,81081
93694,81081
53590,81081
86265,81081
21246,81081
88913,81081
13778,81081
69688,81081
127121,81081
95795,81081
48417,81081
115167,81081
86327,81081
126549,81081
19824,81081
75060,81081
81081,60663
81081,84757
81081,57379
81081,106112
81081,34459
81081,85399
81081,14152
81081,63482
81081,55286
43087,64753
43087,107143
43087,83777
43087,73203
43087,34505
43087,87474
43087,42259
43087,95726
43087,6073
43087,49995
43087,96106
43087,49875
43087,82296
43087,30175
43087,108847
43087,99412
43087,95502
43087,83157
43087,2750
51098,114016
114016,116813
114016,123365
114016,51807
114016,70099
114016,72529
54324,74161
17887,74161
74161,93029
74161,62251
74161,62808
74161,53523
74161,90954
74161,89803
74161,93024
74161,62482
30141,68572
90920,68572
21105,68572
68572,106576
68572,123622
68572,91925
68572,7999
68572,72241
68572,66527
68572,2627
68572,48094
68572,44344
68572,81809
68572,40650
68572,88750
68572,26924
68572,33559
68572,120567
68572,79101
68572,66185
68572,102141
68572,54713
68572,78518
68572,110322
68572,3398
68572,77828
68572,105514
25693,47039
25693,78168
25693,8481
25693,39806
116226,107509
126473,107509
18896,1877
108527,1877
16468,1877
115829,1877
127392,1877
55624,1877
90754,1877
1877,105698
1877,74119
1877,56153
1877,69068
1877,46565
1877,97372
1877,105396
1877,66013
1877,3635
1877,54815
1877,41534
1877,104071
1877,1905
1877,33798
50387,117555
83019,117555
79444,117555
108481,117555
117555,100883
117555,43833
117555,44071
117555,22245
117555,117974
1394,69047
69047,36111
96497,111724
67677,111724
79876,111724
111724,91894
111724,16057
111724,28460
111724,120388
111724,125868
111724,65859
111724,98482
111724,98680
111724,45307
111724,88711
111724,53868
111724,71725
111724,21898
111724,71855
111724,100858
111724,127052
111724,21453
111724,60168
111724,54280
111724,105115
111724,63789
111724,12269
111724,115518
111724,4774
111724,68245
111724,96199
111724,127056
111724,30923
111724,120035
111724,24659
108227,52442
110364,52442
52114,52442
3436,52442
78099,52442
50706,52442
56321,52442
52045,52442
27087,52442
38565,52442
116986,52442
85141,52442
15559,52442
54507,52442
126640,52442
120587,52442
48025,52442
114665,52442
637,52442
92328,52442
125735,52442
37343,52442
65691,52442
79998,52442
123863,52442
51473,52442
76205,52442
23384,52442
64391,52442
89912,52442
115797,52442
24906,52442
123285,52442
6934,52442
121218,52442
52442,3708
52442,9467
52442,25259
52442,101107
52442,95655
52442,71438
52442,77761
52442,72150
52442,13450
52442,70967
52442,69332
52442,24659
75035,122667
105350,122667
36517,122667
31928,122667
73202,122667
12561,122667
10262,122667
11591,122667
122667,101418
122667,21799
122667,86608
122667,112298
122667,99286
122667,77244
122667,113375
35469,3301
115818,3301
110212,3301
31653,3301
68172,3301
3301,79886
3301,8510
3301,99787
3301,126899
3301,1252
3301,18578
3301,89050
3301,27759
3301,89804
3301,99885
3301,73439
3301,2940
3301,88796
3301,57951
3301,96388
36590,19682
36590,28339
36590,14822
36590,63479
36590,51691
36590,33414
36590,125516
36590,120879
36590,53166
36590,62225
36590,6933
36590,49423
36590,105273
36590,8302
36590,82278
36590,59939
36590,79019
36590,40787
36590,20386
36590,98277
36590,42843
66482,28029
101196,58701
60199,58701
75705,58701
58701,54382
58701,39551
58701,99437
58701,98002
58701,97863
58701,116978
58701,83348
58701,811
58701,104940
90243,36255
90243,105118
90243,8866
90243,127431
90243,47998
90243,32293
90243,69400
73242,116858
112538,70197
112538,71964
112538,5014
112538,118330
112538,98323
112538,71813
112538,99591
53356,109553
94339,109553
109553,15477
109553,113468
109553,113847
109553,23656
109553,5153
109553,56722
109553,52746
65692,11010
65692,4872
65692,14177
65692,78841
65692,57668
65692,50698
65692,61481
65692,85438
65692,93728
65692,107184
65692,106090
65692,32151
65692,67822
65692,88370
65692,7517
65692,33222
65692,45332
65692,117968
65692,96818
65692,69165
65692,80479
65692,5386
65692,112341
50606,40246
127559,40246
20253,40246
49856,40246
99618,40246
66459,40246
40246,93733
40246,8607
40246,21648
40246,63287
184,125574
184,51136
184,98762
184,110067
184,62783
184,57119
184,117459
184,8968
10220,77107
10220,116176
10220,99019
10220,35485
10220,115784
10220,81154
10220,37343
10220,90155
10220,41278
10220,54590
10220,11290
10220,105332
10220,98906
10220,110684
10220,70987
10220,127390
10220,127002
10220,24659
14380,123577
104384,123577
20819,123577
24297,123577
123577,87661
123577,67931
123577,118848
123577,122789
123577,102789
123577,88425
123577,13770
123577,87392
123577,23426
123577,2423
123577,56216
123577,112524
123577,126895
123577,56005
123577,107214
14254,11257
121854,11257
24534,11257
52328,11257
11257,103783
11257,80612
11257,61930
11257,42377
11257,48840
11257,38639
11257,123875
11257,84960
11257,56136
11257,38874
89165,54611
89165,79031
89165,45855
89165,98085
89165,78108
89165,56364
89165,49359
89165,64935
89165,84107
89165,40740
89165,112537
89165,105467
89165,106214
89165,92327
89165,1720
89165,36621
89165,40539
89165,56214
89165,109142
89165,80236
89165,126416
89165,93935
89165,114704
23440,38958
7042,38958
5575,38958
96960,38958
72966,38958
1341,70591
70591,12926
70591,110923
52751,114012
49316,114012
48349,114012
112757,114012
37772,114012
52919,114012
73962,114012
104238,114012
6948,114012
63534,114012
35398,114012
76495,114012
103076,114012
54408,114012
43003,114012
22062,114012
92238,114012
58370,114012
114012,10087
114012,109433
114012,100213
114012,3444
114012,1316
114012,112393
114012,219
114012,67496
114012,36241
114012,56443
114012,91559
114012,98895
114012,85258
114012,98421
114012,59197
114012,13270
114012,91244
114012,102214
123740,46670
117417,46670
114037,46670
69484,46670
440,46670
61704,46670
118038,46670
89346,46670
46670,127657
46670,75292
46670,24848
46670,109581
46670,59435
46670,26078
46670,16452
46670,94902
46670,90046
46670,101417
46670,73740
46670,114725
46670,9461
46670,105216
46670,108550
46670,124149
46670,46958
46670,11051
46670,85090
46670,23460
46670,1746
46670,38124
46670,120119
46670,108146
11098,44020
11098,83228
11098,46758
11098,862
11098,122822
11098,26801
11098,45306
11098,80203
11098,75241
11098,66268
11098,38776
51848,52195
51848,48474
51848,23096
51848,60086
51848,33992
51848,39041
51848,84248
51848,94518
51848,26962
51848,53163
51848,25794
51848,81500
51848,17724
51848,84897
51848,93342
51848,3283
51848,20867
51848,8847
51848,49450
90154,95068
56882,95068
99291,95068
30740,95068
34642,95068
75882,95068
96155,95068
112583,95068
63989,95068
25746,95068
120995,95068
72661,95068
8366,95068
64237,95068
95068,40542
95068,116720
95068,17903
95068,77652
95068,9682
29241,60069
107473,60069
58812,60069
33518,60069
52665,60069
11572,60069
114109,60069
125767,60069
105600,60069
124213,60069
82093,60069
35281,60069
2227,60069
64927,60069
64731,60069
103785,60069
8212,60069
101908,60069
27571,60069
87293,60069
73894,60069
13115,60069
74779,60069
75640,60069
36053,60069
83707,60069
15882,60069
20940,60069
124884,60069
25585,60069
120047,60069
104945,60069
83077,60069
26680,60069
12588,60069
15596,60069
48724,60069
65863,60069
57923,60069
20429,60069
9833,60069
60069,80828
60069,97110
60069,100815
60069,114687
60069,63442
60069,53414
60069,31149
60069,36455
27630,126548
72386,126548
68151,126548
54271,126548
18715,126548
122965,126548
94741,126548
107574,126548
60004,126548
117579,126548
17519,126548
83276,126548
59,126548
59402,126548
126548,111705
126548,29942
126548,103229
69867,25408
54522,25408
25408,41701
25408,22989
25408,57928
25408,28523
25408,33679
25408,42795
25408,8460
92232,39228
92232,53618
92232,40931
92232,17038
92232,75983
92232,117594
92232,48108
92232,62661
92232,125810
92232,89003
92232,88549
92232,68580
92232,24518
92232,120886
92232,55295
92232,94407
92232,40521
92232,111912
92232,10484
92232,4061
92232,52362
92232,27777
92232,120084
92232,10263
92232,110320
92232,48773
92232,77166
92232,21048
92232,84468
56979,25642
56979,74885
56979,23250
56979,18813
56979,20640
56979,28411
53859,29439
12319,29439
104899,29439
7663,29439
51718,29439
15091,29439
36925,29439
8040,29439
14392,29439
95817,29439
20497,29439
120460,29439
16558,29439
55982,29439
119246,29439
75824,29439
18704,29439
111343,29439
40296,29439
26014,29439
20318,29439
30681,29439
56465,29439
29439,91803
29439,50480
29439,2679
29439,36926
29439,108160
29439,104774
29439,29862
29439,46582
29439,10831
29439,84830
29439,117748
29439,96154
29439,55523
29439,26806
29439,34387
29439,58259
29439,6991
29439,44433
29439,98694
29439,100445
29439,19279
29439,9702
29439,41661
29439,24021
29439,71909
29439,58737
29439,84400
13089,55548
13089,61270
13089,85693
13089,9429
13089,15035
13089,125372
33924,19593
75395,19593
69154,19593
94332,19593
80081,19593
47556,19593
97568,19593
34724,19593
118032,19593
83837,19593
45137,19593
74584,19593
19584,19593
84461,19593
79926,19593
93839,19593
123634,19593
98699,19593
6094,19593
19593,61065
92167,54166
92167,48786
92167,124643
92167,13133
92167,88502
92167,111082
92167,91736
77567,77888
46053,77888
53315,77888
10827,77888
41149,77888
77888,6275
77888,55277
77888,71130
51138,89128
98273,89128
83162,89128
107308,89128
55534,89128
89128,26469
89128,55842
89128,49870
89128,83732
89128,79020
89128,12522
89128,5955
89128,9343
109876,33027
33027,69232
33027,118500
33027,33831
33027,94014
33027,80284
33027,13304
33027,57064
33027,61776
33027,54727
33027,62444
33027,41914
51669,59872
51669,57549
51669,10729
51669,44402
51669,14185
51669,30717
51669,94521
51669,37464
51669,59173
51669,120102
51669,121742
51669,54190
51669,115177
51669,59695
89663,32788
89663,82381
89663,13284
89663,115506
89663,82911
89663,13820
89663,100962
89663,10351
89663,22291
89663,89270
89663,16774
89663,92660
89663,99911
89663,47420
89663,124490
89663,68568
89663,13966
89663,121574
89663,56290
89663,125570
89663,75474
97998,79699
60158,79699
98656,79699
54835,79699
45371,79699
37057,79699
45759,79699
79699,90165
79699,18588
79699,83281
79699,38120
79699,43318
79699,117632
79699,26009
79699,6685
124636,29540
22975,29540
85274,29540
29540,55004
29540,74068
29540,92885
29540,124825
29540,46951
29540,110516
29540,55842
29540,6032
29540,71454
29540,55149
29540,91607
29540,36241
29540,39451
29540,48118
29540,117906
29540,125275
29540,50820
29540,5893
29540,114221
69254,19862
19862,10236
19862,81117
19862,119368
19862,6085
19862,81837
19862,36626
19862,106284
19862,37932
19862,75458
23323,89926
23323,40931
23323,79804
23323,52151
23323,110921
23323,69739
23323,53942
23323,56872
23323,15520
70724,8719
68037,8719
50135,8719
88968,8719
14366,8719
118064,8719
5211,8719
8719,105047
8719,110986
8719,103436
8719,1364
8719,66131
8719,33248
8719,78735
8719,124495
8719,66976
8719,77035
8719,94029
8719,40257
8719,47081
8719,80475
8719,118537
8719,72402
8719,25065
8719,26944
8719,92585
51182,13119
51182,92506
51182,60518
51182,111705
51182,117831
51182,52769
51182,20742
51182,63539
51182,8692
51182,74028
51182,47324
51182,77312
51182,118020
51182,38776
51182,109398
51182,9178
51182,76184
51182,81158
51182,15933
51182,10211
51182,119048
51182,71995
51182,44020
51182,21437
51182,121844
51182,70128
51182,74673
51182,58975
51182,44717
51182,35086
51182,82111
51182,23738
117256,33778
117256,6016
117256,113496
117256,13793
117256,86881
117256,11588
117256,23958
117256,100352
19069,27412
19069,114527
19069,105282
19069,54807
19069,37208
110192,56237
56237,100475
56237,84102
56237,32154
56237,37005
56237,48723
56237,91921
24080,12417
14235,12417
126191,12417
12417,24068
12417,10087
12417,73189
12417,39380
12417,25419
12417,35964
12417,103336
12417,49687
12417,44720
12417,119355
12417,105698
12417,74119
12417,1225
12417,69501
12417,72310
12417,127117
12417,33798
12417,64214
6439,50426
30123,50426
35387,50426
58948,50426
40544,50426
87456,50426
79779,50426
45426,50426
27583,50426
3386,50426
74152,50426
126511,50426
100390,50426
12423,50426
90201,50426
102867,50426
114221,50426
54230,50426
9886,50426
50426,109986
50426,20778
50426,26756
50426,8174
50426,61813
50426,23525
50426,108095
50426,1185
50426,54415
50426,68379
50426,60819
50426,20409
50426,105400
50426,28555
50426,118637
50426,21500
19066,86336
13570,86336
109916,86336
89619,86336
47184,86336
86336,106060
86336,86205
86336,31080
86336,22061
86336,26934
86336,27380
86336,91384
86336,66450
86336,107785
86336,34174
86336,58655
86336,117357
86336,90312
86336,120410
86336,85358
86336,6980
86336,77923
86336,118157
86336,34101
86336,123320
86336,103639
86336,122448
86336,71760
86336,44030
86336,79805
86336,46207
86336,7485
86336,30320
86336,70853
86336,124974
86336,59907
86336,92133
86336,30451
86336,6355
86336,63607
86336,12493
86336,119454
86336,81014
86336,77065
86336,108103
86336,24400
86336,95342
86336,96931
89771,15509
56971,15509
92446,15509
89856,15509
91103,15509
15509,11936
15509,57337
15509,6874
15509,43556
15509,52770
15509,8251
15509,89267
15509,28070
15509,71398
15509,68003
15509,37566
15509,23622
15509,124433
15509,73540
15509,27797
15509,1547
15509,102158
15509,14870
15509,115264
15509,126342
15509,79053
15509,15903
15509,8034
15509,44321
37064,38798
20753,38798
78214,38798
41425,38798
43325,38798
4065,38798
23204,38798
102816,38798
123255,38798
119553,38798
38798,113127
38798,37511
38798,9461
38798,28082
38798,106967
38798,126510
38798,2923
37922,120829
120829,42211
120829,95486
120829,13594
120829,6631
120829,58904
120829,82380
120829,50057
120829,39451
120829,49482
120829,74152
120829,49014
20006,120102
20006,51568
20006,80556
20006,58411
20006,85323
20006,28915
20006,1252
20006,78249
20006,76184
20006,111705
20006,74288
20006,69656
20006,46814
20006,22726
20006,34365
20006,91637
20006,75577
20006,811
20006,8348
20006,83706
20006,104940
20006,38186
20006,18211
14594,82611
14594,85530
14594,90996
14594,80824
14594,28974
14594,31388
14594,23475
14594,100246
14594,47810
14594,119193
14594,82203
14594,113339
14594,49585
14594,61511
14594,107957
14594,81077
82021,33670
33670,59538
33670,70762
33670,8750
33670,36633
33670,77129
33670,8858
33670,44028
33670,107070
33670,119716
33670,53713
33670,53472
33670,18169
33670,120429
33670,9650
33670,59841
33670,24659
33670,79814
33670,1825
33670,69386
33670,113626
33670,104218
33670,96099
33670,34034
33670,4812
33670,6858
33670,35483
33670,102489
33670,51808
33670,12710
33670,118063
33670,13793
33670,12719
33670,56906
33670,92364
33670,34322
33670,112281
33670,101121
33670,46203
33670,119785
33670,101603
33670,122809
33670,24043
33462,120102
33462,99823
33462,3489
33462,16919
33462,76184
33462,93808
33462,86342
33462,93024
33462,86332
33462,83706
33462,102278
33462,54229
14763,25503
49655,25503
19108,25503
105095,25503
121792,25503
795,25503
50040,25503
13583,25503
49263,25503
27383,25503
25503,73649
25503,10087
25503,32376
25503,43037
25503,114317
25503,12122
25503,110114
25503,105698
25503,79668
25503,33238
25503,112091
25503,38387
25503,9659
25503,70509
25503,121792
25503,119355
25503,20421
25503,66753
25503,109174
25503,85555
25503,57871
70222,95897
113682,95897
19053,95897
76374,95897
97508,95897
69957,95897
107658,95897
25069,95897
116937,95897
25003,95897
95897,47134
95897,84701
95897,110454
95897,90490
95897,121844
95897,44648
95897,111562
94591,58899
105661,58899
84195,58899
58899,57179
58899,8681
58899,112758
58899,96098
58899,42370
58899,90858
58899,15456
58899,24610
58899,94012
58899,14921
58899,63062
58899,86100
99143,28271
68520,28271
34657,28271
61539,28271
82381,28271
91643,28271
1557,28271
58914,28271
17844,28271
23628,28271
99437,28271
69272,28271
29173,28271
53162,28271
46865,28271
41129,28271
18164,28271
56346,28271
41612,28271
69791,28271
127335,28271
10012,28271
76892,28271
114290,28271
25339,28271
15344,28271
112224,28271
35121,28271
57996,28271
2312,28271
48656,28271
85100,28271
73957,28271
27221,28271
37196,28271
44948,28271
121540,28271
26860,28271
57970,28271
37010,28271
112414,28271
83426,28271
85325,28271
126051,28271
106348,28271
20775,28271
121354,28271
61700,28271
83495,28271
27608,28271
117023,28271
57695,28271
25025,28271
121242,28271
15807,28271
28271,19477
28271,14079
28271,107198
28271,77670
28271,80685
28271,111705
28271,84154
28271,17916
28271,123210
28271,112298
28271,2140
28271,120430
28271,12313
28271,71618
28271,89050
28271,20723
28271,64097
28271,48404
28271,101835
28271,19185
28271,51516
28271,27088
28271,34936
28271,61275
28271,7907
28271,32011
28271,7790
28271,43826
28271,127041
28271,1762
28271,23213
28271,100846
28271,50738
127333,36003
19282,36003
121178,36003
78327,36003
85839,36003
59221,36003
53185,36003
36003,102782
36003,10069
36003,51956
36003,45341
36003,63124
36003,56332
36003,76156
36003,10606
36003,81035
36003,39694
120623,55916
18589,55916
83958,55916
94922,55916
93260,55916
102720,55916
5020,55916
124938,55916
67734,55916
895,55916
125954,55916
23513,55916
69638,55916
86098,55916
58496,55916
114735,55916
61630,55916
26193,55916
68415,55916
16298,55916
55135,55916
25842,55916
16026,55916
55916,11605
55916,28543
55916,126899
55916,58618
55916,76184
55916,4004
55916,11742
55916,34452
55916,77797
55916,30718
55916,39184
55916,90843
55916,23738
50303,120102
50303,36914
50303,66004
50303,7672
50303,118906
50303,28997
50303,126749
50303,121816
66112,26147
26147,61481
26147,41627
26147,77711
26147,12248
26147,40245
26147,38960
26147,32789
26147,73513
26147,14288
26147,24948
26147,17150
26147,2831
87831,43683
15144,43683
43683,113225
43683,27821
43683,61856
43683,114667
16842,99505
80794,16870
99711,16870
74868,16870
19096,16870
4895,16870
9673,16870
58717,16870
2624,16870
16870,32788
16870,34831
16870,70221
16870,26207
16870,31593
16870,98904
16870,127290
16870,29898
16870,106982
16870,120156
16870,125506
16870,51223
16870,77204
16870,17514
16870,50355
16870,18977
16870,97295
16870,28512
16870,46624
16870,83694
16870,118063
16870,43536
16870,12719
16870,60873
26282,77813
107530,77813
87723,77813
120266,77813
49505,77813
91502,77813
71554,77813
82576,77813
63881,77813
6751,77813
63591,77813
25623,77813
3531,77813
118948,77813
77813,22633
77813,80037
77813,89876
77813,7999
77813,42697
77813,75175
77813,1443
77813,27581
77813,10597
77813,101375
77813,94449
77813,26509
32437,57647
65754,57647
79117,57647
15354,57647
57647,120549
57647,63389
57647,54158
57647,98130
57647,105300
57647,8617
57647,85744
57647,843
108583,68547
35538,68547
25284,68547
46794,68547
68547,37729
68547,31939
68547,121336
68547,82926
68547,13636
68547,77113
68547,5271
68547,16394
68547,76073
68547,95664
68187,105068
5762,105068
105068,10087
105068,21413
105068,1906
105068,74453
105068,99950
105068,68847
105068,48504
105068,118815
105068,70955
105068,21986
122662,34812
34812,32788
34812,7652
34812,22064
34812,55926
34812,39833
34812,52289
34812,50346
34812,108370
34812,31847
34812,40233
34812,26003
34812,74654
34812,543
34812,33627
34812,51406
34812,127002
5232,104784
90230,104784
16460,104784
12895,104784
108195,104784
59905,104784
104784,52331
104784,116980
104784,119871
104784,47734
104784,5155
104784,36385
104784,98049
47985,65027
103803,65027
66365,65027
97567,65027
115213,65027
33877,65027
69099,65027
74449,65027
42249,65027
109010,65027
41950,65027
98193,65027
111812,65027
5342,65027
93854,65027
16103,65027
9323,65027
86289,65027
65027,66426
65027,120056
65027,123472
65027,2540
65027,114943
65027,40545
65027,37526
65027,21611
65027,92782
65027,93652
65027,102225
65027,59430
65027,121521
65027,65130
65027,98486
65027,114855
65027,44154
65027,59333
20439,40523
114218,40523
59823,40523
81508,40523
118825,40523
27892,40523
125194,40523
30817,40523
112988,40523
101222,40523
15250,40523
40523,77221
40523,57861
40523,35530
40523,58905
40523,79881
40523,62245
40523,110355
40523,38897
40523,85362
40523,126760
40523,122187
40523,102155
40523,72241
40523,33120
37080,97213
87377,97213
63717,97213
97213,69054
97213,5847
97213,30320
97213,29268
97213,119713
97213,84273
97213,108610
4247,122095
66976,122095
127222,122095
73999,122095
60688,122095
4371,126778
4371,66798
4371,56077
4371,5879
4371,84957
4371,59588
4371,112978
4371,85390
4371,29437
4371,41924
4371,14509
64178,92581
64178,74439
64178,62935
64178,47959
64178,119761
64178,121984
64178,29269
64178,112106
64178,112133
64178,115875
64178,4537
64178,20984
64178,123792
64178,111627
64178,28915
64178,89604
64178,86734
64178,116408
64178,67291
64178,96388
64178,41582
84157,87704
44242,87704
96478,87704
58885,87704
8724,87704
49952,87704
119678,87704
49992,87704
86813,87704
77260,87704
41001,87704
81049,87704
5777,87704
56448,87704
11160,87704
85784,87704
103376,87704
87704,94644
87704,81647
87704,81367
8223,81335
8851,10217
67674,10217
111659,10217
101050,10217
120899,10217
20377,10217
107187,10217
67025,10217
115268,10217
18344,10217
57508,10217
115982,10217
113498,10217
108332,10217
5385,10217
15278,10217
9529,10217
10217,116079
10217,110140
10217,32647
10217,84320
10217,76349
10217,86955
10217,42416
10217,81328
10217,60652
10217,101501
10217,19768
10217,122966
10217,57858
10217,30303
10217,45657
10217,38630
10217,112070
10217,20568
10217,101712
10217,70082
10217,97032
10217,106262
80140,36922
80140,53385
80140,16627
80140,120770
80140,125620
80140,82295
80140,117520
80140,93336
74835,39926
39926,29547
39926,64452
39926,47510
39926,40161
73245,81562
3428,81562
51890,81562
119286,81562
76598,81562
19237,81562
61556,81562
92744,81562
45838,81562
81562,23271
81562,119075
81562,113505
81562,25813
81562,112758
81562,50662
81562,78135
81562,124422
81562,111010
42135,89208
42135,101700
42135,60168
42135,72150
42135,24659
68139,96287
92053,96287
111194,96287
26344,96287
90702,96287
83341,96287
73361,96287
78540,96287
92680,96287
31751,96287
96287,30747
96287,104624
96287,24055
96287,37132
96287,76184
96287,17245
96287,70649
96287,71995
96287,37964
96287,113319
96287,65910
96287,83138
96287,97791
4733,119207
126529,119207
80136,119207
119300,119207
45178,119207
119809,119207
6996,119207
73034,41864
73034,59552
73034,100397
73034,41617
101592,77425
77425,57117
77425,75286
77425,79297
77425,28727
77425,33984
77425,127469
77425,33539
77425,77075
77425,119784
77425,118667
77425,108738
77425,63012
4027,61679
4027,33130
4027,103251
4027,344
4027,74771
4027,28617
4027,8858
4027,64074
4027,102966
4027,62886
4027,118906
4027,56290
4027,102184
4027,93336
7770,29361
7770,53385
7770,66404
7770,90273
7770,59751
7770,57437
7770,117967
7770,80348
7770,113806
7770,26164
7770,73111
7770,6231
7770,79867
7770,123237
7770,85744
7770,111284
7770,125364
7770,35931
7770,51582
7770,14557
7770,22826
7770,53708
7770,52304
7770,49050
7770,118921
7770,59197
7770,26153
7770,76648
7770,24738
39926,29547
99814,29547
93626,29547
29547,29597
29547,99875
29547,59090
29547,125786
29547,94983
29547,67789
29547,70897
29547,83039
29547,78623
29547,127088
29547,47111
29547,77208
29547,107270
29547,19141
29547,66439
29547,21991
29547,32008
29547,114266
29547,30420
29547,16653
120107,62332
108521,62332
62332,108997
62332,97030
62332,46451
62332,99864
62332,67859
62332,26675
62332,74185
62332,14519
62332,23743
62332,93904
62332,30557
62332,82295
62332,39059
62332,48454
62332,24587
62332,110581
1213,88648
1213,94238
1213,125567
1213,35266
1213,91652
1213,87680
1213,102942
1213,118344
1213,47459
1213,117012
1213,82642
1213,75266
1213,101933
1213,47629
1213,82366
1213,56701
1213,110252
1213,77943
1213,63703
1213,39862
52857,63924
46569,63924
87058,63924
63924,28075
63924,76598
63924,1334
63924,25779
63924,23109
42556,36097
111677,36097
24436,36097
36097,20145
36097,107799
36097,16974
36097,365
36097,23872
36097,50098
36097,23308
36097,114322
36097,22376
36097,34633
94283,53732
102446,53732
77927,53732
74770,53732
60290,53732
73452,53732
134,53732
60001,53732
82677,53732
84850,53732
121917,53732
101389,53732
18448,53732
109005,53732
53732,699
53732,48885
53732,56844
53732,64047
53732,5060
53732,95362
53732,693
53732,70729
53732,73722
53732,100593
53732,85483
53732,116116
53732,3819
53732,31024
53732,69442
53732,8070
53732,61766
53732,121406
53732,102970
53732,46062
53732,104529
53732,60138
53732,42119
53732,43207
53732,8311
53732,10758
53732,36581
53732,110426
53732,99273
53732,118393
53732,126064
53732,89114
53732,66749
53732,11775
53732,126028
53732,122501
